id,year,month,day,record_type,text
8403c049207f8e4613b27154e1f94a02,2022,02,01,post,This is a new post
f2f1d3830cc4cb2b0a91a556cf166346,2022,01,31,comment,test comment 1
9aae9ab05c2922d6a13ffd74a205f44c,2022,04,27,comment,Manual Hide Incoming
94f4175abb9859fb49323b8357169fef,2022,04,28,comment,Link Comment https://cultofthepartyparrot.com/ 5
7863cce8772c426f081fdb5c23963a25,2022,04,28,comment,Video Comment 5
735a498165137335c9d8571456364e55,2022,04,28,comment,Image Comment 1
dab8331615b6159dcb497d536f2243d2,2022,04,27,comment,"Triggering Profanity List with ""fuck"""
78b817472da15794a19dc8da1af63d9a,2022,04,28,comment,"Keyword Trigger ""lorem"" 10"
015969a2aa22e1a67f1b4852d119a688,2022,04,27,comment,Regular Create
90fd93ec630c7429bde016fe87e19159,2022,04,28,comment,"Profanity Trigger ""fuck"" 22"
fce50c483129a3f4304a9170b16f65a6,2022,04,28,comment,"Profanity Trigger ""fuck"" 11"
5cf36e2966a17e516cf124a7b157c4cb,2022,04,27,comment,A very profane comment
500c2aa6f657f041321aefa33e0fb126,2022,04,27,comment,"Triggering Profanity and Keyword list with ""lorem"" ""fuck"""
1653d7ae6c35007d93e775f2b138e5f3,2022,04,28,comment,"Profanity Trigger ""fuck"" 13"
0ffd243c92fbc390ae828830d891fb43,2022,04,28,comment,"Keyword Trigger ""lorem"" 24"
f4a3578b3e74cff1458481e0a2292a7e,2022,04,28,comment,"Profanity Trigger ""fuck"" 28"
451ce9ae6e8dfe7737504923e5eb3978,2022,04,28,comment,"Keyword Trigger ""lorem"" 21"
3a7c659dce9be72f5e39a5c6673d4ab4,2022,04,28,comment,"Keyword Trigger ""lorem"" 20"
c8cc89e30a22885cd384405e49e4c427,2022,04,28,comment,Video Comment 3
dfe06f4d4996049584af1e5b2d8ba04a,2022,05,24,comment,getting blocked again soon
7b16ec607c2dac7628ddb454bc8732cc,2022,04,28,comment,"Keyword Trigger ""lorem"" 13"
06d9d4523b6de37986cf2a9102dc5baf,2022,04,28,comment,"Profanity Trigger ""fuck"" 2"
7c66e381b51565297142c9a33dc00a68,2023,06,21,comment,"We are manufacturer and supplier of all types of leather goods support wears club wear streetwear wear medical wear apparel and hosiery products from Sialco Punjab Pakistan, contact for all types of related products.
    Whatsapp: +923107210024
    Thanks,
    Have a nice day."
cf5cacf473096e5fcbf3ac18f86d0e91,2022,04,28,comment,"Profanity Trigger ""fuck"" 30"
9ffd4ad2152a6ea507993245e36bee8b,2022,04,28,comment,"Profanity Trigger ""fuck"" 12"
c889445ca367e22318f48decee31090d,2022,04,28,comment,"Profanity Trigger ""fuck"" 26"
557cb886c3e0240e0bbce78a1430fe40,2022,04,28,comment,"Profanity Trigger ""fuck"" 15"
fccff302cefe85697dea8058673a90da,2022,04,28,comment,"Keyword Trigger ""lorem"" 7"
a7e3ebff9db8c9f3c6289a7b8367c556,2022,04,28,comment,"Keyword Trigger ""lorem"" 23"
74406f49a7d5ecdb6d55312b9750d44f,2022,04,28,comment,"Profanity Trigger ""fuck"" 17"
4731d5ef714b559a732f1b874485b8e7,2022,08,12,post,"Engagement Test 2022-08-12
Video"
7da9f5d29be344facc99a8048bc38631,2021,07,06,post,Test single video
8ec79dc5bf8202b0fbecb9bb1ca50cf7,2022,05,24,comment,Last word before getting blocked 0524
746e9838d0e1f0f02f65bfe4d801a0db,2022,02,01,post,New Post
2dfe595618775143dbde7995611d6087,2022,04,28,comment,"Keyword Trigger ""lorem"" 28"
4ffe8e35971e834f53ecdecdd8b3dd34,2022,04,27,comment,Manual Hide Unhide Incoming
b2cef964abecbd65f74160d8fb8d2cf8,2021,08,09,post,https://www.bbc.com/news/science-environment-58141129
afab686fa929f0bd3ad11377d8644558,2022,07,26,comment,"Internal Mention
Sel Automation Example"
c30a87d9ec24b779381f4a6a2fb08384,2023,08,14,comment,Hello version 17!
f6b44f22f4f7a86a8440d0511d0ce0da,2022,04,28,comment,"Profanity Trigger ""fuck"" 14"
9d2db41e0ce63ef6e75eedd2c951b50a,2022,02,01,comment,This is bad
4b0f54c424cc5589946b373767ee57ef,2022,04,28,comment,Regular Comment with Profile Picture 2
234a252a6fe591572ce8c8eb74d76762,2022,02,01,comment,Amazing
36a738a03cb940a849512c66f56c16ca,2022,04,28,comment,"Keyword Trigger ""lorem"" 8"
d4d5f92e03909ba13bae132914d06f51,2022,04,28,comment,"Keyword Trigger ""lorem"" 27"
76de7bb3ecd606013a054dabf6ed1e87,2022,07,26,comment,This is another reply
f9f3a46a3f2bfcf4217aaf964ab485b4,2021,07,16,message,New message after webhook upgrade
50e222a102bc57e9cd570aa18628efb6,2023,06,27,message,"Hi Dear ,
                        We hope you will be fine and also happy see your clothing brand, we also manufacture clothing brands in custom logo good quality and good price if you need manufacturer so please contact me.
     Thank you."
91d7022c377a2d755c41a7fb4a33a51a,2023,06,27,message,Hlo
02228df6db794b2c6d39c32865f1ac7d,2020,09,19,message,"Hi soccer, 
This is Muhammad Arshad sale manager at expodian sports. 
We are one of the largest  sportswear manufacturer in pakistan. We provide customized, sportswear, like basketball uniforms🎽 football 🏈👕 soccer uniforms⚽ baseball uniforms, and related apparel products, reliable quality and enjoy a good reputation in the world. If you need these products, please reply us with your requirement information. We will give you the best price!!. Waiting for your reply!!
If you get more information, then please visit Expodian company.
www.expodiansports.com"
26ca4ee67bbd0d9a5fc63834e766196c,2023,09,14,message,"Urooj Sports wear are manufacturer and supplier of all kind of sports wears in customize design for College and School Teams, For Clubs and Shops.
Soccer football in just 11.89$ with fast service. We also have special rates for 300pcs, 500pcs and 1000pcs. Feel free to contact us for any kind of information"
cd6af4ac8576af61552221d71b44d648,2024,01,24,message,"We *BURAK SPORTS* Manufacturer & Exporter of Sports Products

The Molten AFC Champions League Football is a special football designed for the AFC Champions League.

Specifications of the football:

✨Number of Panels: 
The football consists of 32 panels. Providing a consistent performance on the field.

✨Cover Material: 
The cover of the football is made of PU (Polyurethane) leather. PU leather is known for its durability, abrasion resistance, and ability to withstand various weather conditions.

✨Bladder: 
The football is equipped with a latex bladder. Latex bladders offer excellent responsiveness and rebound, contributing to the ball's overall performance.

✨Construction: 
The football features ACENTEC construction. 
Designed to enhance the ball's performance, durability, and stability.

Contact Us:
Wa.me/+923055895491"
2d8ad462fdbf46953951f2c03b501c12,2019,07,08,message,😜
08671a4cf3674567d4c8c0ca89aca062,2020,09,07,message,H I coach game
3a2b2f6755e510ce16abad5df0566263,2023,08,21,message,"Dear Soccer Club Team,

Good day!

I am writing to briefly introduce you to my startup company, Samna Ideals International, a business that is focused on leading manufacturer, exporter & Supplier of Sports Uniforms, Custom Sublimated Team Uniforms, Soccer Uniforms, American Football Uniforms, Baseball Uniforms, Basketball Uniforms, Goalkeeper Uniforms, Volleyball Uniforms, AFL Uniforms, ICE hockey, Cricket Uniform, Lacrosse Uniform, Rugby Uniform, Outdoor Sportswear, etc.

Samna Ideals International will continue its endeavors to supply top quality sports products to its customers serving them with utmost honesty, commitment and reliability in alignment with TQM and Lean Production Principles.

We look forward to working with you in the future.

Sincerely,


Sameer Akram
Manager Marketing
Samna Ideals International
Call/Whatsapp
+923275430932
samnaidealsintl@gmail.com
Bismiallah chowk, Chowni Sulehriya road, Sialkot, Pakistan."
72b7f169c2b0d40ac0b063e908d63eee,2020,03,02,message,"Dear Sir/Madam
   We would introduce ourselves as  manufacturer of custom products. We also have more than 15 years experience in manufacturing of these products.
 Our Main Products  :Sports Wears, Fitness wears, Boxing / Martial arts & MMA Clothing and equipments,Work wears and Safety wears.

 We really hope hearing from you very soonThanks

Managing Director.   Umer Butt

Web                        www.burhansports.com                                                        

Email : burhansportsintl@gmail.com"
959361cb8818262c558bd69eae426117,2019,08,22,message,hello sir how are you
f4a08cd4c1fd5347cc187becf8533865,2019,08,22,message,"Respected Sir,

                     We are manufacturer and wish to introduce you to our new ranks for 2019 shahwali Sports   is leading manufacture of football products and sporting good in Pakistan shahwali Sports have well established in Pakistan. 


We will respect  your request your demand with excellent quality at reasonable price. Please give us a Chance to serve you.


Our Manufacturings

Soccer ball, uniform, football boots, sportswear, tracksuits, glove, karate suite, etc.

Socks & Sports

MAY GOD BLESS YOU. 

MALIK  ASAD"
67d8519abd04074277820c47cfe358e1,2024,02,07,message,I want to  trail but i  live at south africa
39810410fe3d0b71d1a2367ebcc91ad3,2023,08,08,message,hi
416a17e37ca298c4b985de9c2ba3df32,2023,08,08,message,"Hi. Are you interested in Singlets, Hoodies, T-shirts, Polo shirts, Pants, caps, Jumpers, Bucket Hats with your customise logo on them?? shakir butt . 0092-3444420729"
c06b6198e95b5d2a73c37b99186bbd30,2019,09,13,message,Salam Aleikom
161a13de2266fde2b7a3e6351c9df09f,2022,03,04,message,This is terrible
f701bcc39b7924994fd72d8007003a6b,2019,09,19,message,Hi
250a2f52aba2a591b83f44b3bb40319e,2022,08,24,message,Hi
c34394e980af8089f78c2d506748f034,2019,06,28,post,Instant edited
b1d198d8022cea39d1012b3e6e795491,2016,04,08,comment,Reply 2
1cdf1c231f3dca52fa8fce92ee13bca8,2019,06,28,post,https://www.youtube.com/watch?v=s7O3oCWZgjE
90c7294f574318085225c954fc4f8e71,2019,06,25,post,"https://www.bbc.com/sport/live/cricket/47483182

https://edition.cnn.com/…/dementia-risk-drug-stu…/index.html"
8e09518fbdecc61c65280ca4190c6a98,2019,06,26,post,asd
d139e0078a7ccdedd73be1b1bc4b38c4,2021,07,06,post,Call
32fefa36faeac323812049367871fc3d,2022,02,01,comment,I am extremely confused
698a249316cc5fda63c1af3ff2ad8b62,2021,05,13,post,I wish I were as good of a soccer player as Leo Messi
c729a894e8e760a71af7262b926a2ae0,2021,06,23,post,I wish too!
df43ab0594af0aaa26d7f2cf8c9c165e,2022,01,31,comment,This is all great
25ec56ac44170d06168323d00f6bfdf7,2021,07,15,post,Post
c2ae2e50379fe22d7fdfd1706895b21a,2021,07,15,post,After webhook upgrade
b61c58f4a4ade67eeab32a3e92405ba0,2021,07,15,post,Test Post
d7d3df1c653fddb5a0ff22e9f1d0a8e7,2021,07,06,post,"Simple text with a link
https://www.bbc.com/news/world-latin-america-57720222"
a03d69e6b54f3e84301168906df6fc98,2021,07,06,post,Two images
c42229b455a537d5b8d3b9b72a985bb9,2020,04,28,comment,Second reply
15efca21454485380b1f9896276e584c,2020,05,04,comment,new comment from Milad
e36645fc27862fa7b0c67e49c278a228,2021,07,06,comment,😀
3d874ef6b85b384f0cd0a16387045692,2022,04,28,comment,"Keyword Trigger ""lorem"" 16"
05206a76011190cd930581f5c9a61202,2016,02,03,post,This is a Post to test for Edits..........
e39c5dccfa2cc6ec3fa32b9a70d2d2ce,2016,02,03,post,This is a text with multiple URLs to test
5231813553d412727924de27e3592a09,2022,04,28,comment,"Profanity Trigger ""fuck"" 29"
28ecd0f3b5723641e4e38f303e7a8c58,2022,04,28,comment,"Keyword Trigger ""lorem"" 17"
0affae318257221de440f7f9efbc929f,2022,04,28,comment,"Profanity Trigger ""fuck"" 27"
e978ce0a19f0acc1b39964a3f6e3e6c2,2022,04,28,comment,Regular Comment with Profile Picture 5
58c823fb305d587e63c3603fef8dcc3c,2022,04,28,comment,"Keyword Trigger ""lorem"" 11"
01e581f1638e2282902ee194756f2f7a,2022,04,27,comment,manual hide incoming
edd3b07d989724bc467c919ea5814af1,2022,04,28,comment,"Profanity Trigger ""fuck"" 16"
f4c59661f18dbf63d9db29439e1b19f8,2022,08,11,comment,Soccer Club audience comment #2
68f05cfcceb0d6f96e0d3cc5c8922c76,2022,08,12,post,"Engagement Test 2022-08-12
YouTube Video Link
"
134dd469aeda1022f844634d60b3012e,2022,04,28,comment,"Profanity Trigger ""fuck"" 25"
48fbacd8db06e1efa32552432647d782,2022,04,28,comment,"Profanity Trigger ""fuck"" 9"
e79cb5da05c05a98fd11b627340016de,2022,05,24,comment,Last word before getting blocked
14e4530b5f97a0d4e227372314c6bba6,2022,04,28,comment,"Keyword Trigger ""lorem"" 15"
424358b2c9273a48ea61c4f90354d300,2022,04,27,comment,"trigger keyword hide list with ""profane"""
c27d1b216468efac732fe100a02e39c5,2022,07,26,comment,"Attempt to trigger link filter (internal link)
https://www.facebook.com/profile.php?id=100011213673113"
7997cc928196cb7459c75465903b9fca,2022,04,28,comment,"Profanity Trigger ""fuck"" 19"
9e963344d76761d09f78b466e6b0e5ad,2022,08,11,comment,audience comment #1
8fc1ab0e4e53ff5d4333322baeda16f5,2022,08,11,comment,admin comment
225672c54628a63e849c440841fa63fb,2022,04,28,comment,"Profanity Trigger ""fuck"" 6"
cf04473ef547f9746dbfb42665d820ef,2022,04,28,comment,"Keyword Trigger ""lorem"" 14"
d95994ad4d5806e70c6d08ffdbbbbb25,2022,04,27,comment,"trigger keyword hide list with ""profane"" again"
ed4cb5661dc39c8d269f8d2bfb3783ed,2022,04,28,comment,"Profanity Trigger ""fuck"" 20"
67a5b6da774a6dd0d16257dca66d35c8,2022,04,28,comment,Link Comment https://cultofthepartyparrot.com/ 3
53876030d610ee4032d5bfdfe08a3c45,2022,04,28,comment,"Keyword Trigger ""lorem"" 4"
d05bcd1468a5e0238bfdbc0065feab6f,2022,04,28,comment,"Profanity Trigger ""fuck"" 3"
152c36ed56bb8d43c0c221b97ea9ba64,2022,04,28,comment,Link Comment https://cultofthepartyparrot.com/ 4
7b11e5139269e9f8be80d82adcfd8713,2022,04,28,post,"Action test 3
Profanity Filter ON
Keyword Trigger list: ""lorem"", ""ipsum"", ""shit"", ""💩""
No Profile Icon Block: OFF (for now)
Link Block: ON
Image Block: ON
Video Block: ON"
fbd9330aaeefa66459178de18e2c0009,2022,04,28,comment,"Keyword Trigger ""lorem"" 29"
